junction_name,violations,weekend_rate,peak_hour_rate,risk_score,risk_level,recommendation
"BTP093 - Toll Gate, Mysore Road",90,0.1,0.34444444444444444,5.852237829129538,Low,Routine Monitoring
"BTP094 - Sri Skanda Complex, Mysore Road",112,0.20535714285714285,0.24107142857142858,7.025333354909703,Low,Routine Monitoring
"BTP095 - Satellite Bus Stand, Mysore Road",775,0.3406451612903226,0.40516129032258064,14.37607027493167,Low,Routine Monitoring
BTP096 - Gali Anjaneya Temple,972,0.5010288065843621,0.4732510288065844,19.157254974352092,Low,Routine Monitoring
BTP098 - Nayandahalli Junction,206,0.20388349514563106,0.441747572815534,9.428539378236064,Low,Routine Monitoring
"BTP099 - Cash Pharmacy, Residency Road",349,0.22063037249283668,0.16905444126074498,7.684483987520823,Low,Routine Monitoring
BTP100 - Richmond Circle,304,0.11842105263157894,0.05592105263157895,4.30506701166146,Low,Routine Monitoring
"BTP101 - Blood Bank Circle, KH Road",410,0.01951219512195122,0.07073170731707316,2.9552863947307344,Low,Routine Monitoring
"BTP102 - BMTC Junction, KH Road",175,0.3314285714285714,0.05142857142857143,7.935788724189267,Low,Routine Monitoring
BTP103 - Shanti Nagar TTMC,144,0.2708333333333333,0.034722222222222224,6.416358304385038,Low,Routine Monitoring
BTP104 - Medical College Circle,1508,0.3302387267904509,0.3103448275862069,16.5410275239502,Low,Routine Monitoring
BTP105 - Shivasankara Circle,186,0.13440860215053763,0.40860215053763443,7.616966543402955,Low,Routine Monitoring
BTP106 - VV Puram College,159,0.389937106918239,0.49056603773584906,13.424837495333602,Low,Routine Monitoring
BTP107 - National College Junction,73,0.3013698630136986,0.3287671232876712,9.645834238506371,Low,Routine Monitoring
BTP108 - Tagore Park Junction,1801,0.3331482509716824,0.2665186007773459,17.488549758516577,Low,Routine Monitoring
BTP109 - Dewan Madhava Rao Junction,309,0.15857605177993528,0.11326860841423948,5.704297740493253,Low,Routine Monitoring
"BTP110 - Bharathi Nursing Home, Basavanagudi",7,0.14285714285714285,0.0,2.888860120396142,Low,Routine Monitoring
"BTP112 - 14th Cross, KR Road",10,0.4,0.0,8.045310376076124,Low,Routine Monitoring
"BTP113 - 27th Cross, Pai Vista, KR Road",128,0.2421875,0.234375,7.767472813774354,Low,Routine Monitoring
"BTP114 - KR Road Junction, Near JSS",64,0.09375,0.25,4.664986406887177,Low,Routine Monitoring
"BTP115 - Sahasra Hospital, Jayanagar",362,0.24033149171270718,0.2955801104972376,9.402666553182117,Low,Routine Monitoring
"BTP117 - 9th Cross, Kanakapura Road",307,0.3941368078175896,0.7947882736156352,17.221647438045075,Low,Routine Monitoring
BTP118 - Basappa Circle,653,0.31546707503828486,0.22052067381316998,11.473315796668127,Low,Routine Monitoring
BTP119 - Minerva Circle,199,0.38190954773869346,0.18090452261306533,10.34891266481934,Low,Routine Monitoring
BTP120 - Lalbagh Main Gate Junction,244,0.3975409836065574,0.19262295081967212,10.982622356585232,Low,Routine Monitoring
BTP121 - KH Circle,107,0.4766355140186916,0.22429906542056074,12.26052195859394,Low,Routine Monitoring
BTP122 - Siddapura Junction,146,0.3013698630136986,0.2602739726027397,9.291668477012744,Low,Routine Monitoring
"BTP123 - 10th Cross, Wilson Garden",535,0.2766355140186916,0.23551401869158878,10.311955587362217,Low,Routine Monitoring
BTP126 - Dairy Circle,334,0.2844311377245509,0.15868263473053892,8.788815662738862,Low,Routine Monitoring
"BTP127 - Sagar Hospital, Jayanagar",83,0.13253012048192772,0.27710843373493976,5.79776286841976,Low,Routine Monitoring
BTP128 - Gorappanapalya Junction,55,0.45454545454545453,0.3090909090909091,12.43102525023685,Low,Routine Monitoring
BTP130 - GD Mara Junction,631,0.3898573692551506,0.044374009508716325,11.099972210593437,Low,Routine Monitoring
BTP132 - Anepalya Junction,158,0.2468354430379747,0.3037974683544304,8.690587486306516,Low,Routine Monitoring
BTP133 - Adugodi Junction,73,0.2876712328767123,0.3013698630136986,9.097889033026918,Low,Routine Monitoring
BTP134 - Mico Bande,49,0.3877551020408163,0.24489795918367346,10.426102475426056,Low,Routine Monitoring
BTP135 - UCO Bank Junction,1112,0.41906474820143885,0.2356115107913669,15.77592389160715,Low,Routine Monitoring
BTP136 - Hosur-Tavarkere Road Junction,360,0.28888888888888886,0.5055555555555555,12.464506872073704,Low,Routine Monitoring
BTP137 - Madiwala Traffic PS Junction,596,0.2651006711409396,0.4798657718120805,12.801169555076434,Low,Routine Monitoring
BTP138 - Sarjapur Road Check Post,75,0.21333333333333335,0.3466666666666667,8.073161153904245,Low,Routine Monitoring
BTP140 - Madiwala Check Post,368,0.2608695652173913,0.39402173913043476,10.825030535253443,Low,Routine Monitoring
BTP141 - Palmgroove Junction,50,0.14,0.06,3.6265518803806076,Low,Routine Monitoring
BTP142 - Lower Agram Road Junction,33,0.06060606060606061,0.9696969696969697,11.058615150142112,Low,Routine Monitoring
BTP143 - ASC Junction,24,0.041666666666666664,0.7083333333333334,8.025411569249359,Low,Routine Monitoring
BTP144 - Commando Hospital Junction,6,0.0,0.0,0.027186225645672857,Low,Routine Monitoring
"BTP145 - Sri Hatti Maramma Circle, Domluru",175,0.44571428571428573,0.12571428571428572,10.964360152760698,Low,Routine Monitoring
BTP146 - Domlur Water Tank,146,0.363013698630137,0.08904109589041095,8.812216422218222,Low,Routine Monitoring
"BTP148 - 17th Main, Doopanahalli Bus Stop",745,0.43221476510067114,0.25906040268456376,14.610522346530107,Low,Routine Monitoring
BTP154 - Itmadu Junction,12,0.25,0.25,7.5543724512913455,Low,Routine Monitoring
BTP155 - Katriguppe Junction,339,0.16224188790560473,0.13274336283185842,6.108293135411195,Low,Routine Monitoring
BTP156 - Kamakya Junction,13,0.07692307692307693,0.07692307692307693,2.3665957965912656,Low,Routine Monitoring
BTP157 - Kadirenahalli Cross,16,0.25,0.4375,9.447496601721795,Low,Routine Monitoring
BTP158 - Devegowda Petrol Bunk,45,0.24444444444444444,0.35555555555555557,8.648341136786991,Low,Routine Monitoring
"BTP159 - JP Nagar Metro, ORR",101,0.32673267326732675,0.31683168316831684,10.16060509539853,Low,Routine Monitoring
"BTP161 - 15th Cross, 35th Main, JP Nagar",23,0.30434782608695654,0.08695652173913043,7.060735604105516,Low,Routine Monitoring
"BTP163 - 16th Main Road, BTM Layout",364,0.48626373626373626,0.2802197802197802,14.17677021664335,Low,Routine Monitoring
"BTP164 - 29th Main Road, BTM Layout",42,0.11904761904761904,0.23809523809523808,4.9522083414244715,Low,Routine Monitoring
BTP166 - Coffee Board Junction,121,0.21487603305785125,0.03305785123966942,5.1763547240747885,Low,Routine Monitoring
BTP167 - JC Road Junction,372,0.27419354838709675,0.30913978494623656,10.260814807236018,Low,Routine Monitoring
"BTP168 - MSR Building, JC Road",132,0.3409090909090909,0.3560606060606061,10.976884842992682,Low,Routine Monitoring
"BTP170 - Dr. Bheem Rao Palace, Chord Road",573,0.2757417102966841,0.41710296684118675,12.282148423507309,Low,Routine Monitoring
BTP171 - Indian Express (Balekundri),114,0.21929824561403508,0.22807017543859648,7.1832049539344505,Low,Routine Monitoring
BTP172 - Nanjappa Circle,776,0.125,0.059278350515463915,6.608868688661662,Low,Routine Monitoring
BTP173 - TMC,152,0.3092105263157895,0.07236842105263158,7.596612453199152,Low,Routine Monitoring
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",196,0.21428571428571427,0.10204081632653061,6.194205820071572,Low,Routine Monitoring
"BTP177 - Aurobindo Circle, ORR",186,0.25806451612903225,0.23655913978494625,8.369654715445966,Low,Routine Monitoring
"BTP178 - 18th Main, Marenahalli",7,0.2857142857142857,0.0,5.746002977539,Low,Routine Monitoring
"BTP179 - 9th Block, 28th Main, Jayanagar",110,0.7181818181818181,0.6181818181818182,21.043868682291883,Medium,2 Officers
BTP180 - Swagath Poornima Theatre,261,0.2681992337164751,0.2720306513409962,9.266892003326234,Low,Routine Monitoring
BTP181 - Bileka Halli Junction,8,0.375,0.0,7.536248300860898,Low,Routine Monitoring
"BTP182 - 19th Main Junction, Rajajinagar",1390,0.3079136690647482,0.06618705035971223,13.118286159472966,Low,Routine Monitoring
BTP184 - Lalbagh West Gate,215,0.3767441860465116,0.26046511627906976,11.113707969357542,Low,Routine Monitoring
BTP185 - RV Teachers College,57,0.7368421052631579,0.14035087719298245,16.398620020826872,Low,Routine Monitoring
"BTP186 - 9th Cross, 4th Main, Jayanagar",546,0.4413919413919414,0.326007326007326,14.56185862166832,Low,Routine Monitoring
BTP187 - South End Circle,56,0.5357142857142857,0.16071428571428573,12.575166677454853,Low,Routine Monitoring
"BTP188 - 27th Cross, 4th Main, Jayanagar",294,0.07482993197278912,0.006802721088435374,2.8967509069781063,Low,Routine Monitoring
"BTP189 - New Diagonal Road, Jayanagar",602,0.24916943521594684,0.09966777408637874,8.707751084965235,Low,Routine Monitoring
"BTP190 - 36th Cross, 4th Main, Jayanagar",145,0.4827586206896552,0.05517241379310345,10.8638970048279,Low,Routine Monitoring
"BTP191 - 40th Cross, 4th Main, Jayanagar",105,0.13333333333333333,0.3523809523809524,6.666235139275466,Low,Routine Monitoring
BTP192 - Urvashi Theater,625,0.2912,0.2208,10.863898504757591,Low,Routine Monitoring
BTP193 - Vasavi Circle,113,0.2920353982300885,0.21238938053097345,8.476609019571676,Low,Routine Monitoring
BTP196 - Sarakki Main Road,138,0.5652173913043478,0.7028985507246377,18.95861652318381,Low,Routine Monitoring
"BTP197 - 9th Cross, 24th Main, JP Nagar",284,0.352112676056338,0.1795774647887324,10.124842849575934,Low,Routine Monitoring
"BTP198 - 9th Cross, 8th Main, JP Nagar",14,0.21428571428571427,0.2857142857142857,7.206291669363713,Low,Routine Monitoring
"BTP200 - 15th Cross, 33rd Main, JP Nagar",28,0.32142857142857145,0.25,9.055440481584569,Low,Routine Monitoring
"BTP202 - East End Main Road, Jayanagar",142,0.6126760563380281,0.352112676056338,16.41805522760487,Low,Routine Monitoring
BTP203 - RRMR Junction,130,0.3,0.4076923076923077,10.665957965912657,Low,Routine Monitoring
"BTP204 - ESI Hospital, Rajajinagar",638,0.23667711598746083,0.29153605015673983,10.539704814973163,Low,Routine Monitoring
BTP205 - Modi Hospital Junction,1045,0.23349282296650717,0.1339712918660287,10.74450367794512,Low,Routine Monitoring
"BTP206 - Shankara Mutt Circle, Vijayanagar",719,0.28372739916550765,0.11543810848400557,10.08674510802334,Low,Routine Monitoring
BTP207 - 8th Main Road Basaveshwara Nagar,213,0.2676056338028169,0.26291079812206575,8.946331667698383,Low,Routine Monitoring
BTP208 - Havanur Circle,812,0.291871921182266,0.2204433497536946,11.721074458563326,Low,Routine Monitoring
"BTP210 - 50th cross, 12th Main , Rajajinagar",455,0.33186813186813185,0.2175824175824176,10.874808924650338,Low,Routine Monitoring
BTP211 - Central Street Junction,5388,0.34484038604305867,0.21900519673348182,33.500090318010216,Medium,2 Officers
BTP212 - Minto Junction,78,0.2564102564102564,0.20512820512820512,7.532908112880926,Low,Routine Monitoring
BTP213 - Royan Circle,21,0.23809523809523808,0.23809523809523808,7.238008932616998,Low,Routine Monitoring
BTP214 - 5th Main Chamrajpet  Junction,252,0.24603174603174602,0.23809523809523808,8.443408778705562,Low,Routine Monitoring
BTP215 - Vanivillas Junction,434,0.3087557603686636,0.10368663594470046,9.178451888523947,Low,Routine Monitoring
BTP216 - Yediyur Junction,172,0.29651162790697677,0.029069767441860465,7.000268701067428,Low,Routine Monitoring
BTP217 - Baleyele Junction,85,0.21176470588235294,0.09411764705882353,5.561608784882328,Low,Routine Monitoring
BTP218 - Syndicate Bank Junction,351,0.4928774928774929,0.23931623931623933,13.841106450984112,Low,Routine Monitoring
BTP219 - Canara Bank Junction,358,0.4720670391061452,0.11452513966480447,12.208703642296097,Low,Routine Monitoring
BTP220 - Puttanna Junction,294,0.42517006802721086,0.17687074829931973,11.604233900175384,Low,Routine Monitoring
"BTP221 - 15th Cross, 24th Main, JP Nagar",116,0.14655172413793102,0.1896551724137931,5.3531865693795595,Low,Routine Monitoring
BTP222 - Delmia Circle,98,0.3877551020408163,0.35714285714285715,11.770572297790888,Low,Routine Monitoring
BTP225 - Geetha Junction,287,0.3554006968641115,0.1254355400696864,9.66277713136378,Low,Routine Monitoring
"BTP226 - 33rd Cross, 11th Main, Jayanagar",492,0.3475609756097561,0.12601626016260162,10.440652616766311,Low,Routine Monitoring
